name,type,value,date
Saints Row 2,THQ,,2009
Harry Potter and the Prisoner of Azkaban,Electronic Arts,,2004
Battle Hunter,Midas Interactive Entertainment,,1999
PO'ed,Time Warner Interactive,,1996
Heathcliff! Frantic Foto,Storm City Games,,2010
Adidas Power Soccer,Psygnosis,,1996
LEGO Jurassic World,Warner Bros. Interactive Entertainment,,2015
Secret Files 2: Puritas Cordis,Deep Silver,,2009
Darklight Conflict,Electronic Arts,,1997
Dragon Ball: Advanced Adventure,Namco Bandai Games,,2004
Art of Fighting 3: The Path of the Warrior,SNK,,1996
Rabbids Land,Ubisoft,,2012
Civilization Beyond Earth: Rising Tide,Take-Two Interactive,,2015
The Ripping Friends,THQ,,2002
Rodea the Sky Soldier,Nippon Ichi Software,,2015
Konami Arcade Classics,Konami Digital Entertainment,,1999
Hunter x Hunter: Wonder Adventure,Namco Bandai Games,,2012
Super Army War,Flashpoint Games,,2005
Ao no Exorcist: Genkoku no Labyrinth,Namco Bandai Games,,2012
Don Bradman Cricket 14,Tru Blu Entertainment,,2015
Echo Night Beyond,Indie Games,,2004
Minna no Chizu,Zenrin,,2006
Doom II: Hell on Earth,Activision,,2002
Taikou Risshiden V,Tecmo Koei,,2009
Shin Hayarigami,Nippon Ichi Software,,2014
Jikkyou Powerful Major League,Konami Digital Entertainment,,2006
Train Simulator 2016,Unknown,,2015
Corpse Party: Blood Covered - Repeated Fear,5pb,,2015
Suzumiya Haruhi no Tsuisou,Namco Bandai Games,,2011
Zoo Hospital,Eidos Interactive,,2007
Evolution Skateboarding,Konami Digital Entertainment,,2002
Greg Hastings' Tournament Paintball Max'd,Activision,,2006
The Idolm@ster: Must Songs - Red Board / Blue Board,Namco Bandai Games,,2015
Jikkyou World Soccer 2002,Konami Digital Entertainment,,2002
Tenshou Gakuen Gekkouroku,Asmik Ace Entertainment,,2006
Ski-Doo Snowmobile Challenge,Valcon Games,,2009
Aquanaut's Holiday: Kakusareta Kiroku,Sony Computer Entertainment,,2008
Real Soccer 2008,Ubisoft,,2007
Little Red Riding Hood's Zombie BBQ,Destineer,,2008
Texas Hold 'Em Poker DS,Majesco Entertainment,,2005
DuckTales: Remastered,Capcom,,2013
APB Reloaded,Iceberg Interactive,,2011
Railroad Tycoon 3,Gathering of Developers,,2003
Magical Starsign (JP sales),Nintendo,,2006
Big Mutha Truckers,Zoo Digital Publishing,,2005
DT Carnage,Agetec,,2009
Resident Evil 6,Capcom,,2016
Teenage Zombies: Invasion of the Alien Brain Thingys,Ignition Entertainment,,2008
Ar Nosurge: Ode to an Unborn Star,Tecmo Koei,,2014
Warriors Orochi 3,Tecmo Koei,,2014
Monster High: New Ghoul in School,Little Orbit,,2015
Ragnarok Odyssey,GungHo,,2014
Rugby 08,Electronic Arts,,2007
GoPets: Vacation Island,Konami Digital Entertainment,,2008
Pia Carrot e Youkoso!! 2.5,NEC Interchannel,,2008
Cy Girls,Konami Digital Entertainment,,2004
The Sum of All Fears,Ubisoft,,2002
Da Capo I & II Plus Situation Portable,Kadokawa Shoten,,2010
World of Tanks,N/A,,N/A
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,D3Publisher,,2010
Bubble Bobble Double Shot,Rising Star Games,,2007
Minority Report: Everybody Runs,Activision,,2002
Monster Hunter Frontier Online: Season 9.0,Capcom,,2010
Winning Post 8,Tecmo Koei,,2014
C.O.R.E.,Graffiti,,2009
Garfield: The Search for Pooky,Game Factory,,2003
Rugby World Cup 2015,Ubisoft,,2015
Galaxy Fight,Sunsoft,,1994
Chaos Wars,Idea Factory,,2006
Steambot Chronicles,505 Games,,2005
Toki no Kizuna: Sekigahara Kitan,Idea Factory,,2012
Mr. Driller,Namco Bandai Games,,1999
Norn9: Norn + Nonette,Idea Factory,,2013
Super Hero Generation,Namco Bandai Games,,2014
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,D3Publisher,,2007
Gumby vs. the Astrobots,Namco Bandai Games,,2005
Trine 2,Focus Home Interactive,,2011
Doraemon: Shin Nobita no Nihon Tanjou,FuRyu,,2016
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,D3Publisher,,2008
Worms: Ultimate Mayhem,Unknown,,2011
Scaler,Take-Two Interactive,,2004
NHL Legacy,Electronic Arts,,2015
Chaos;Head Noah,5pb,,2009
Tears to Tiara Anecdotes: The Secret of Avalon,Aqua Plus,,2009
Legasista,Nippon Ichi Software,,2012
Fatal Fury: Battle Archives Volume 1,Ignition Entertainment,,2006
The Night of the Rabbit,Daedalic Entertainment,,2013
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,Tecmo Koei,,2009
Rhapsody: A Musical Adventure,Nippon Ichi Software,,1998
NHL 16,Electronic Arts,,2015
Destiny: The Collection,Activision,,2016
Music Maker: Rockstar,Magix,,2009
Fading Shadows,Ivolgamus,,2008
Formula 1 06,Sony Computer Entertainment,,2006
Without Warning,Capcom,,2005
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",GungHo,,2008
Smashing Drive,Namco Bandai Games,,2002
Age of Mythology: The Titans,Microsoft Game Studios,,2003
Fighting Vipers 2,Sega,,2000
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Konami Digital Entertainment,,2005
Sudoku Ball Detective,Playlogic Game Factory,,2009
12-Sai. Koisuru Diary,Happinet,,2016
Castlevania: Lords of Shadow - Reverie,Konami Digital Entertainment,,2011
Napoleon Dynamite: The Game,Crave Entertainment,,2007
Beatdown: Fists of Vengeance,Capcom,,2005
Enchanted Arms (JP sales),Ubisoft,,2007
Monster Force,Universal Interactive,,2002
World of Goo,2D Boy,,2008
Onsei Kanjou Sokuteiki: Kokoro Scan,Sega,,2007
Clock Zero: Shuuen no Ichibyou Portable,Idea Factory,,2011
San Goku Shi DS 3,Tecmo Koei,,2010
Trick x Logic: Season 2,Sony Computer Entertainment,,2010
Challenge Me: Word Puzzles,O-Games,,2011
Hakuouki: Zuisouroku,Idea Factory,,2009
World in Conflict,Vivendi Games,,2007
World Championship Pool 2004,Jaleco,,2003
Derby Tsuku 5: Derby Uma o Tsukurou!,Sega,,2006
S.T.A.L.K.E.R.: Clear Sky,Deep Silver,,2008
Jikkyou Powerful Major League 2009,Konami Digital Entertainment,,2009
SD Gundam Force: Showdown!,Namco Bandai Games,,2004
Ray Gigant,Namco Bandai Games,,2015
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,Konami Digital Entertainment,,2006
Flow: Urban Dance Uprising,Ubisoft,,2005
Ailu de Puzzle,Capcom,,2012
World in Conflict: Complete Edition,Ubisoft,,2009
True Pinball,Ocean,,1996
Jane's Hotel,Unknown,,2010
Stadium Games,Ignition Entertainment,,2003
RLH: Run Like Hell,Avalon Interactive,,2003
Power Play Pool,System 3 Arcade Software,,2006
J-League Pro Striker 2,Sega,,1994
Obscure,MC2 Entertainment,,2004
Caesar III,Vivendi Games,,1998
Super Robot Taisen: Scramble Commander the 2nd,Banpresto,,2007
Mahjong Taikai,Tecmo Koei,,2004
Tomb Raider: Anniversary,Eidos Interactive,,2007
Espgaluda II Black Label,Cave,,2010
The Croods: Prehistoric Party!,D3Publisher,,2013
Bratz Kidz,Game Factory,,2008
Hot Potato!,BAM! Entertainment,,2001
Barbie and Her Sisters Puppy Rescue,Namco Bandai Games,,2015
Kiniro no Corda 2 f,Tecmo Koei,,2009
Swords,Unknown,,N/A
Winter Sports 3: The Great Tournament,Tradewest,,2010
Deception III: Dark Delusion,Tecmo Koei,,1999
Gothic Universe,JoWood Productions,,2007
Ultimate Game Room,Majesco Entertainment,,2009
Alpha Protocol,Sega,,2010
Penguins of Madagascar,Namco Bandai Games,,2014
Nobunaga's Ambition II,Tecmo Koei,,2015
DarkStar One,Ubisoft,,2006
Half-Minute Hero 2,Rising Star Games,,N/A
Clockwork Empires,Unknown,,N/A
Monster Kingdom: Jewel Summoner,Sony Computer Entertainment,,2006
Cook Wars,Ubisoft,,2009
Kuroshitsuji: Phantom & Ghost,Square Enix,,2009
Petz: Catz Playground,Ubisoft,,2010
Pirates: Duels on the High Seas,Oxygen Interactive,,2008
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,ChunSoft,,2010
Sins of a Solar Empire: Trinity,Kalypso Media,,2010
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,Yeti,,2010
Mahjong 300,Avanquest,,2011
The Ant Bully,Midway Games,,2006
Sega Arcade Gallery,THQ,,2003
Crazy Machines,DTP Entertainment,,2008
Astrology DS,Deep Silver,,2009
"My World, My Way (US sales)",Global A Entertainment,,2008
Planescape: Torment,Interplay,,1998
Tao Adventure: Curse Demon,Konami Digital Entertainment,,2005
Aegis of Earth: Protonovus Assault,PQube,,2016
Hello Kitty: Roller Rescue,Empire Interactive,,2005
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,Zoo Digital Publishing,,2007
A Game of Thrones: Genesis,Focus Home Interactive,,2011
Hotel Giant 2,JoWood Productions,,2008
NHRA Drag Racing: Countdown to the Championship,THQ,,2007
Black Stone: Magic & Steel,THQ,,2003
MLB 15: The Show,Sony Computer Entertainment,,2015
Puyo Pop Fever(us sales),Ignition Entertainment,,2004
Hitman: Blood Money,Eidos Interactive,,2006
Assassin's Creed Chronicles: China,Ubisoft,,2015
The Cursed Crusade,DTP Entertainment,,2011
Harukanaru Toki no Naka de: Maihitoyo,Tecmo Koei,,2006
Painkiller: Hell Wars,DreamCatcher Interactive,,2006
Housekeeping,N/A,,N/A
FunkMaster Flex's Digital Hitz Factory,Jester Interactive,,2003
Star Wars Jedi Knight: Jedi Academy,Activision,,2003
Greg Hastings Paintball 2,Majesco Entertainment,,2010
Sangoku Koi Senki: Otome no Heihou!,Prototype,,2012
Batman: A Telltale Game Series,Telltale Games,,2016
Castlevania Bloodlines,Konami Digital Entertainment,,1994
Hakuouki: Zuisouroku DS,Idea Factory,,2011
Might & Magic X: Legacy,Ubisoft,,2014
Detective Conan: Prelude from the Past,Namco Bandai Games,,2012
Luminous Arc 3,Marvelous Interactive,,2009
Major League Baseball 2K8,Unknown,,N/A
FabStyle,Tecmo Koei,,2011
Rebel Raiders: Operation Nighthawk,Kando Games,,2006
Turbo: Super Stunt Squad,D3Publisher,,2013
Zenkoku Dekotora Matsuri,Jaleco,,2008
Adventure Time: Explore the Dungeon Because I Don't Know!,D3Publisher,,2013
Fast & Furious: Showdown,Activision,,2013
Alienators: Evolution Continues,Activision,,2001
Onechanbara Z Kagura,D3Publisher,,2013
Marines: Modern Urban Combat,O-Games,,2010
DoraMoji: Nobita no Kanji Daisakusen,Shogakukan,,2015
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,Unknown,,2010
Supreme Ruler: Cold War,Paradox Interactive,,2011
Travel Coach: Europe 1,HMH Interactive,,2008
Top Gun: Hard Lock,505 Games,,2012
MX World Tour Featuring Jamie Little,Crave Entertainment,,2005
XBLAZE Code: Embryo,Arc System Works,,2013
The Idolmaster: Gravure For You! Vol. 4,Namco Bandai Games,,2012
RedCard 20-03,Midway Games,,2002
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,Marvelous Interactive,,2009
Puyo Puyo 7,Sega,,2009
Asterix & Obelix: Kick Buttix,Atari,,2004
Radiant Silvergun,ESP,,1998
Bounty Hounds,Namco Bandai Games,,2006
Care Bears - Care Quest,Game Factory,,2005
Apache: Air Assault,Just Flight,,2010
Cooking Mama: My Sweets Shop,Office Create,,2014
Championship Manager Season 01/02,Eidos Interactive,,2001
Even in a Game Listen to Me Girls. I Am Your Father!,Namco Bandai Games,,2012
Tokyo Majin Gakuen: Kenfuuchou,Marvelous Interactive,,2008
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,Hudson Soft,,2002
Zatch Bell! Electric Arena,Banpresto,,2003
Boulder Dash: Rocks!,10TACLE Studios,,2007
NHRA Drag Racing: Countdown to the Championship,THQ,,2007
The Void,Mamba Games,,2008
TOCA Race Driver 3,Codemasters,,2006
Daito Giken Premium Pachi-Slot Collection: Yoshimune,Daito,,2006
Maximum Racing: Drag & Stock Racer,Nordic Games,,2010
Sky Dancers,Crave Entertainment,,2005
Silent Scope,Konami Digital Entertainment,,2002
Resident Evil 4 HD,Capcom,,2016
World Series of Poker: Tournament of Champions 2007 Edition,Activision,,2006
Clever Kids: Pirates,Midas Interactive Entertainment,,2008
Yggdra Union: We'll Never Fight Alone,Sting,,2006
Tour de France 2014,Focus Home Interactive,,2014
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,Fields,,2012
Rapala Tournament Fishing!,Activision,,2006
The Legend of Heroes: Trails in the Sky SC Evolution,Kadokawa Games,,2015
Prey,Take-Two Interactive,,2006
Wangan Midnight,Genki,,2007
ESPN NBA 2Night 2002,Konami Digital Entertainment,,2002
Cabela's Dangerous Hunts 2,Activision,,2005
SpongeBob: HeroPants,Activision,,2015
Kekkaishi: Kokubourou no Kage,Namco Bandai Games,,2007
Trap Gunner: Countdown to Oblivion,Konami Digital Entertainment,,1998
Suzumiya Haruhi no Tsuisou,Namco Bandai Games,,2011
Mame Goma: Shiro to Kuro no Meikyuu,Nippon Ichi Software,,2012
"Crouching Tiger, Hidden Dragon",Ubisoft,,2003
Clash of Elementalists,Unknown,,2013
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,D3Publisher,,2006
Harukanaru Toki no Naka de Yumenoukihashi Special,Tecmo Koei,,2009
Rise of Nations: Rise of Legends,Microsoft Game Studios,,2006
Sabre Wulf,THQ,,N/A
Tsuyo Kiss: Mighty Heart,Princess Soft,,2006
Zoo Tycoon,Microsoft Game Studios,,2001
Gacharoku,Sony Computer Entertainment,,2002
SX Superstar,Acclaim Entertainment,,2003
Cake Mania: Baker's Challenge,Destineer,,2008
MotoGP,Sony Computer Entertainment,,2006
Zoo Vet: Endangered Animals,505 Games,,2008
Deer Drive: Legends,Maximum Family Games,,2012
Driven,BAM! Entertainment,,2001
Red Faction II,THQ,,2003
Criminal Girls 2,Nippon Ichi Software,,2015
SD Gundam G Generation: Gather Beat 2,Namco Bandai Games,,2001
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,Hudson Soft,,2011
Who Wants to be a Millionaire: 1st Edition,Ubisoft,,2007
Diabolik Lovers: Dark Fate,Idea Factory,,2015
Battle Engine Aquila,Atari,,2003
Astonishia Story,Ubisoft,,2006
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,Tecmo Koei,,2016
Special Forces: Nemesis Strike,Hip Interactive,,2005
Women's Volleyball Championship,Spike,,2007
Junior Island Adventure,Unknown,,2011
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Konami Digital Entertainment,,2007
MX vs. ATV Supercross,Nordic Games,,2014
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,Tecmo Koei,,2007
Sacra Terra: Angelic Night,Avanquest,,2011
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Activision,,2016
Battle Assault 3 featuring Gundam Seed,Namco Bandai Games,,2004
Crimson Tears,Capcom,,2004
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,Konami Digital Entertainment,,2008
Batman Forever: The Arcade Game,Acclaim Entertainment,,1996
Romance of the Three Kingdoms (3DS),Tecmo Koei,,2013
Electroplankton,Nintendo,,2005
Cabela's Outdoor Adventures,Activision,,2005
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,Nippon Ichi Software,,2011
Backyard NFL Football 2006,Atari,,2005
Game of Thrones (Telltale),Telltale Games,,2015
Mashiro Iro Symphony: *mutsu-no-hana,Comfort,,2011
Monster Guardians,Konami Digital Entertainment,,2001
Sunday vs Magazine Shuuketsu! Choujou Daikessen,Konami Digital Entertainment,,2009
An American Tail: Fievel's Gold Rush,Conspiracy Entertainment,,2002
Dead or Alive Xtreme 3: Venus,Tecmo Koei,,2016
Diabolik Lovers: More Blood,Idea Factory,,2013
Magna Carta Portable,Banpresto,,2006
Red Faction: Guerrilla,THQ,,2009
The Italian Job,Eidos Interactive,,2003
Crazy Chicken: Star Karts,Phenomedia,,2008
Detective Conan: Phantom Rhapsody,Namco Bandai Games,,2014
Super Dodgeball Brawlers (jp sales),Arc System Works,,2008
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,Nippon Ichi Software,,2007
M&Ms Shell Shocked,Berkeley,,2001
RACE On,bitComposer Games,,2009
K-On! After School Live!! HD Ver.,Sega,,2012
Metal Gear Solid: The Essential Collection (JP sales),Konami Digital Entertainment,,2007
Overlord II,Codemasters,,2009
Young Justice: Legacy,Namco Bandai Games,,2013
3D Baseball,BMG Interactive Entertainment,,1996
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,Hackberry,,2007
First Queen: Ornic Senki,Culture Brain,,1994
Call of Juarez: Bound in Blood,Ubisoft,,2009
Dream C Club Zero,D3Publisher,,2011
Shining Stars,"Destination Software, Inc",,2008
Tail Concerto,Namco Bandai Games,,1998
The Sum of All Fears,Ubisoft,,2003
James Pond: Codename Robocod,Play It,,2005
Yumi's Odd Odyssey,Agatsuma Entertainment,,2013
Night Head: The Labyrinth,Fuji,,1995
JoJo's Bizarre Adventure: Eyes of Heaven,Namco Bandai Games,,2015
Angler's Club: Ultimate Bass Fishing 3D,D3Publisher,,2011
Utawarerumono Portable,Aqua Plus,,2009
Gaia Saver Hero Saidai no Sakusen,Banpresto,,1994
EverBlue 2,Capcom,,2002
Emma at the Farm,Aspyr,,2008
NASCAR Heat Evolution,Dusenberry Martin Racing,,2016
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,Alchemist,,2009
The Sims 2: Glamour Life Stuff,Electronic Arts,,2006
Safari Adventures: Africa,Neko Entertainment,,2007
Summer Athletics: The Ultimate Challenge,DTP Entertainment,,2008
Prince of Persia: The Forgotten Sands,Ubisoft,,2010
Yumeiro Patissiere: My Sweets Cooking,Konami Digital Entertainment,,2010
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,Daito,,2006
Clannad,Prototype,,2011
Maximum Racing: GP Classic Racing,Nordic Games,,2010
Trials Fusion,Ubisoft,,2014
Rugby League Live 3,Tru Blu Entertainment,,2015
PowerSlave,BMG Interactive Entertainment,,1996
Legend of the Dragon,Game Factory,,2007
Project Gotham Racing 2 (JP weekly sales),Microsoft Game Studios,,2003
Ukiyo no Shishi,Namco Bandai Games,,2015
The Binding of Isaac,Unknown,,2012
CT Special Forces,LSP Games,,2002
FIFA World Cup: Germany 2006,Electronic Arts,,2006
Jewel Master: Cradle of Rome,Rondomedia,,2008
Midnight Mysteries: The Edgar Allan Poe Conspiracy,GSP,,2009
Beastly,Unknown,,2011
Crash Time: Autobahn Pusuit,RTL,,2008
Earthworm Jim 2,Vivendi Games,,2002
Garfield: A Tale of Two Kitties,Game Factory,,2006
Tamagotchi no Doki Doki Dream Omisecchi,Namco Bandai Games,,2013
Toushin Toshi,imageepoch Inc.,,2014
Suujin Taisen,Nintendo,,2007
SBK 2011: FIM Superbike World Championship,Black Bean Games,,2011
Driv3r,Atari,,2005
Street Supremacy,Konami Digital Entertainment,,2005
Combat Mission: Shock Force,Paradox Interactive,,2007
Rome: Total War - Gold Edition,Sega,,2006
House M.D.,Mindscape,,2010
Mystery Case Files: Ravenhearst,Focus Home Interactive,,2007
YoKai Watch Dance: Just Dance Special Version,Level 5,,2015
River King: Mystic Valley (jp sales),Rising Star Games,,2007
Winning Post World,Tecmo Koei,,2009
Jig-A-Pix: Wild World,Zushi Games,,2009
Best Friends Tonight,Ubisoft,,2010
Beyond the Labyrinth,Unknown,,N/A
Living Legends: Frozen Beauty,Big Fish Games,,2014
Super Hero Generation,Namco Bandai Games,,2014
.hack: Sekai no Mukou ni + Versus,Namco Bandai Games,,2012
Sea Park Tycoon,Foreign Media Games,,2010
Disney Sports Soccer,Konami Digital Entertainment,,2002
Cooking Mama 5: Bon Appetit!,Office Create,,2013
Mame Goma: Honobo no Nikki,TDK Core,,2007
Guitar Hero: World Tour,Aspyr,,2009
Nancy Drew: Alibi In Ashes,Her Interactive,,2011
The Walking Dead: Season One,Avanquest Software,,2012
Ultimate Block Party,505 Games,,2004
Disney's Hide & Sneak,Capcom,,2003
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Namco Bandai Games,,2013
Nobunaga no Yabou: Kakushin with Power-Up Kit,Tecmo Koei,,2008
Raw Danger!,505 Games,,2006
Arthur and the Invisibles,Atari,,2007
Flipper Critters,Conspiracy Entertainment,,2007
Medarot 9: Kabuto Ver. / Kuwagata Ver.,Rocket Company,,2015
Monster Rancher Hop-A-Bout,Tecmo Koei,,2000
Foto Showdown,Unknown,,2010
Custom Beat Battle: Draglade 2,Namco Bandai Games,,2008
Gotouchi Kenkei DS,Spike,,2006
Bikkuriman Daijiten,N/A,,N/A
Accel World: Ginyoku no Kakusei,Namco Bandai Games,,2012
Elf Bowling 1 & 2,Ignition Entertainment,,2005
Men of War,505 Games,,2009
Toy Shop,Majesco Entertainment,,2008
Metroid Prime: Federation Force,Nintendo,,2016
GunGriffon: Allied Strike,Microsoft Game Studios,,2004
Stacked with Daniel Negreanu,Myelin Media,,2006
Vitamin X Evolution,D3Publisher,,2008
Saru! Get You! SaruSaru Daisakusen,Sony Computer Entertainment,,2007
Sonic Boom: Fire & Ice,Sega,,2016
The Flintstones: Big Trouble in Bedrock,Swing! Entertainment,,2001
Hallowed Legends: Samhain,Focus Home Interactive,,2011
Captain Morgane and the Golden Turtle,Reef Entertainment,,2012
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,Kamui,,2010
Silverlicious,N/A,,2012
Majesty 2: The Fantasy Kingdom Sim,Unknown,,N/A
Gakusen Toshi Asterisk Festa: Houka Kenran,Namco Bandai Games,,2016
BeatMania IIDX 14 Gold,Konami Digital Entertainment,,2008
PopCap Arcade Vol 2,PopCap Games,,2009
Toriko: Ultimate Survival,Namco Bandai Games,,2013
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,ASK,,1996
Vegas Casino,Neko Entertainment,,2007
Monster High: New Ghoul in School,Little Orbit,,2015
Madou Monogatari,Compile,,1998
Biker Mice From Mars,Game Factory,,2007
Smart Girl's Winter Wonderland,UFO Interactive,,2008
Tork: Prehistoric Punk,Microsoft Game Studios,,2005
Togainu no Chi: True Blood,Kadokawa Shoten,,2008
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,D3Publisher,,2012
Chicken Shoot 2,Zoo Digital Publishing,,2005
Neverwinter Nights,Atari,,2002
East India Company Collection,Paradox Interactive,,2010
Battle vs. Chess,TopWare Interactive,,2011
The Inner World,Headup Games,,2013
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,Hackberry,,2008
Underground Pool,UFO Interactive,,2007
Accel World: Ginyoku no Kakusei,Namco Bandai Games,,2012
Classic Dungeon: Fuyoku no Masoujin,Nippon Ichi Software,,2010
Alter Ego,Activision,,1985
Dragon's Dogma Online,Capcom,,2015
Rampo,Sega,,1995
River City Super Sports Challenge,Arc System Works,,2010
My Pet Shop (JP sales),Square Enix,,2008
Exstetra,FuRyu,,2013
Konami Classics Series: Arcade Hits,Konami Digital Entertainment,,2007
Dodge Racing: Charger vs Challenger,Zushi Games,,2009
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,Konami Digital Entertainment,,2010
Atelier Sophie: The Alchemist of the Mysterious Book,Tecmo Koei,,2015
SingStar Chartbreaker,Sony Computer Entertainment,,2009
Hiiro no Kakera 2: Hisui no Shizuku,Idea Factory,,2007
Pro Yakyuu Spirits 5 Kanzenban,Konami Digital Entertainment,,2008
Sorcery Saga: The Curse of the Great Curry God,Rising Star Games,,2013
SingStar Fussballhits,Sony Computer Entertainment,,2010
A Good Librarian Like a Good Shepherd: Library Party,Kaga Create,,2015
Dance Factory,Codemasters,,2006
LEGO Legends of Chima: Laval's Journey,Unknown,,2013
Montessori Music,Oxygen Interactive,,2008
Totally Spies!,Atari,,2005
DragonHeart: Fire & Steel,Acclaim Entertainment,,1996
Nishijin Pachinko Monogatari 2,KSS,,1996
Chaos;Head - Love Chu*Chu!,5pb,,2010
Gal Gun: Double Peace,PQube,,2015
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,Namco Bandai Games,,2015
RoadKill,Midway Games,,2003
The Legend of Heroes III: Song of the Ocean,Namco Bandai Games,,2006
Dungeon Maker: Hunting Ground,Global A Entertainment,,2006
Mushihimesama Futari Ver 1.5,Cave,,2009
F1 2002,Electronic Arts,,2002
Pocket Fighter,Capcom,,1998
Lock On: Modern Air Combat,Ubisoft,,2003
Toaru Majutsu no Kagaku no Ensemble,Namco Bandai Games,,2013
Ojyousama Express,Media Works,,1998
Guilty Gear XX Accent Core Plus,PQube,,2009
Starsky & Hutch,Empire Interactive,,2003
Super Meat Boy: Ultra Edition!,Unknown,,2011
Sitting Ducks,LSP Games,,2003
Brothers Conflict: Brilliant Blue,Idea Factory,,2013
JoJo's Bizarre Adventure: Eyes of Heaven,Namco Bandai Games,,2015
Hajime no Ippo: The Fighting! (2014),Namco Bandai Games,,2014
Eyeshield 21: Field Saikyou no Senshi Tachi,Nintendo,,2007
Fullmetal Alchemist: Brotherhood,Unknown,,N/A
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,Marvelous Interactive,,2008
Medabots 9: Metabee / Rokusho,Rocket Company,,2015
Doodle Hex,Pinnacle,,2008
Homeworld 2,Vivendi Games,,2003
Hakuoki Zuisouroku Omokage Hana,Idea Factory,,2015
Hearts of Iron IV,Paradox Interactive,,2016
thinkSMART FAMILY!,Conspiracy Entertainment,,2010
Last Escort: Club Katze,D3Publisher,,2010
Stacked with Daniel Negreanu,Myelin Media,,2006
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,Yeti,,2010
Rayman 3: Hoodlum Havoc,Ubisoft,,2003
Otometeki Koi Kakumei * Love Revo,Interchannel,,2006
Phantasy Star Online 2 Episode 4: Deluxe Package,Sega,,2017
Timmy Time,Avanquest,,2011
Infinite Stratos 2: Ignition Hearts,5pb,,2014
Dr. Muto,Midway Games,,2002
Airship Q,Cygames,,2015
Ratatouille,THQ,,2007
Otomedius Gorgeous,Konami Digital Entertainment,,2008
Jikandia: The Timeless Land,Idea Factory,,2010
Egg Mania: Eggstreme Madness,Kemco,,2002
Super Heroine Chronicle,Namco Bandai Games,,2014
Boot Camp Academy,Zoo Games,,2010
Kiniro no Corda 3,Tecmo Koei,,2010
Zero Escape: Virtue's Last Reward,Rising Star Games,,2012
Darkstalkers Resurrection,Capcom,,2013
Take On Helicopters,Unknown,,2011
Highschool Terra Story,KID,,1998
Emergency! Disaster Rescue Squad,Destineer,,2009
Shaun White Skateboarding,Ubisoft,,2010
Empire Earth II,Vivendi Games,,2005
Suggoi! Arcana Heart 2,AQ Interactive,,2009
MotoGP 15,Milestone S.r.l.,,2015
NBA 2K13,Take-Two Interactive,,2012
Mother Goose no Himitsu no Yakata,Quinrose,,2011
Harry Potter and the Half-Blood Prince,Electronic Arts,,2009
Winning Post 7 2009,Tecmo Koei,,2009
Knights of Honor,Sunflowers,,2004
Puzzle & Action: Tant-R,Sega,,1994
Code Lyoko: Quest for Infinity,Game Factory,,2008
Away: Shuffle Dungeon,Majesco Entertainment,,2008
Digimon World 4,Atari,,2005
Bubble Bobble Evolution,Rising Star Games,,2006
Codename: Panzers Cold War,Atari,,2009
